detected_pump,real_pump,model,1_1,,,1_2,,,2_1,,,2_2,,,3_1,,,3_2,,,3_3,,
6,6,3,-90,-89,-89,-71,-71,-70,,,,-89,-85,-88,,,,-77,-77,-79,-75,-75,-75
6,6,3,-88,-88,-89,-69,-70,-70,,,,-88,-88,-86,,,,-79,-79,-78,-74,-74,-75
5,6,1,,,,-78,-78,-78,,,,,,,,,,-85,-87,-85,,,
6,6,3,-87,-88,-88,-70,-70,-70,,,,-84,-86,-88,,,,-79,-79,-83,-76,-76,-76
5,6,1,-120,-120,-120,-77,-78,-80,,,,,,,,,,-83,-85,-84,-92,-90,-88
6,6,3,-88,-87,-87,-70,-71,-71,,,,-87,-87,-86,,,,-79,-82,-83,-75,-75,-76
6,6,3,-89,-88,-84,-73,-73,-71,-106,-120,-120,-87,-87,-87,,,,-79,-79,-79,-78,-78,-79
3,3,3,,,,-85,-85,-86,-81,-80,-77,,,,-74,-74,-74,-88,-88,-87,,,
5,6,1,-92,-92,-92,-78,-78,-78,,,,,,,,,,-82,-83,-84,-91,-107,-120
6,6,3,-88,-88,-89,-70,-69,-70,,,,-88,-90,-88,,,,-78,-78,-78,-75,-76,-76
5,6,1,-91,-91,-91,-78,-78,-78,,,,,,,,,,-84,-85,-84,-91,-89,-89
6,6,3,-87,-89,-88,-70,-70,-69,,,,-89,-86,-89,,,,-78,-78,-81,-77,-77,-76
5,6,1,-120,-120,-120,-78,-78,-78,,,,,,,,,,-84,-85,-84,-89,-89,-89
6,6,3,-88,-90,-91,-71,-73,-73,-90,-90,-106,-90,-106,-120,,,,-82,-82,-80,-76,-78,-78
5,6,1,-88,-88,-89,-86,-84,-83,,,,,,,,,,-91,-90,-92,-87,-86,-88
6,6,1,-88,-88,-88,-82,-80,-79,,,,,,,,,,-89,-88,-89,-87,-88,-87
6,6,3,-86,-85,-87,-71,-71,-71,-105,-120,-120,-90,-89,-89,,,,-78,-79,-80,-75,-75,-76
6,6,1,-88,-90,-90,-78,-78,-79,,,,,,,,,,-89,-88,-89,-87,-88,-88
6,6,3,-85,-84,-86,-72,-73,-72,-88,-88,-90,-90,-89,-86,,,,-78,-79,-83,-74,-74,-75
5,6,1,-88,-90,-90,-79,-81,-78,,,,,,,,,,-89,-88,-85,-87,-86,-88
5,6,3,-88,-88,-86,-70,-71,-71,-104,-120,-90,-87,-86,-84,,,,-80,-79,-78,-84,-85,-78
6,6,1,-90,-86,-86,-78,-78,-79,,,,,,,,,,-84,-84,-83,-84,-84,-88
6,6,1,-88,-88,-90,-78,-76,-77,,,,,,,,,,-84,-87,-90,-81,-81,-81
5,6,3,-87,-85,-85,-74,-73,-71,-90,-90,-89,-84,-85,-85,,,,-78,-77,-79,-80,-78,-79
5,5,1,,,,-85,-85,-84,,,,,,,,,,-86,-86,-86,,,
6,6,3,-86,-85,-86,-70,-71,-71,-89,-91,-89,-86,-89,-84,,,,-78,-79,-80,-77,-79,-75
6,6,1,-90,-90,-90,-76,-79,-76,,,,,,,,,,-82,-86,-82,-81,-81,-81
6,6,3,-86,-88,-89,-73,-73,-72,-89,-89,-92,-84,-85,-85,,,,-78,-78,-78,-75,-75,-75
6,6,1,-89,-88,-89,-76,-76,-76,,,,,,,,,,-83,-84,-90,-81,-80,-80
6,6,3,-87,-87,-88,-72,-72,-73,-89,-91,-88,-85,-83,-83,-91,-91,-91,-78,-78,-79,-77,-77,-76
6,6,1,-89,-88,-88,-76,-75,-76,,,,,,,,,,-84,-85,-83,-79,-79,-80
6,6,3,-88,-87,-86,-72,-72,-72,-89,-89,-88,-88,-83,-83,-120,-120,-120,-79,-78,-79,-77,-76,-77
6,6,1,-87,-87,-88,-74,-77,-75,,,,,,,,,,-83,-81,-80,-80,-77,-77
6,6,3,-86,-85,-85,-75,-75,-74,-90,-89,-88,-84,-83,-83,,,,-77,-76,-77,-75,-75,-77
6,6,1,-89,-89,-89,-76,-76,-76,,,,,,,,,,-85,-85,-82,-79,-79,-79
6,6,3,-85,-85,-87,-73,-72,-73,-90,-89,-89,-85,-87,-86,,,,-77,-81,-77,-75,-78,-79
6,6,1,-90,-90,-90,-75,-77,-76,,,,,,,,,,-84,-84,-85,-80,-79,-78
6,6,3,-86,-85,-85,-73,-73,-72,-89,-92,-88,-89,-92,-87,-92,-92,-92,-77,-79,-77,-80,-75,-75
6,6,1,-89,-89,-89,-74,-75,-77,,,,,,,,,,-83,-81,-80,-80,-81,-81
5,6,3,-87,-86,-85,-75,-74,-74,,,,-89,-89,-91,,,,-75,-75,-77,-81,-78,-76
6,6,3,-82,-84,-83,-71,-71,-71,-88,-87,-88,,,,,,,-82,-82,-82,-73,-73,-73
6,6,1,,,,-76,-76,-75,,,,,,,,,,-78,-78,-78,-78,-78,-78
5,6,1,-90,-90,-90,-72,-72,-73,,,,,,,,,,-81,-81,-81,-75,-75,-75
5,6,3,-85,-85,-85,-74,-74,-74,,,,-92,-91,-93,,,,-79,-79,-78,-74,-76,-76
6,6,1,-92,-92,-89,-74,-73,-74,,,,,,,,,,-80,-82,-82,-77,-76,-76
6,6,3,-84,-87,-84,-72,-74,-73,,,,-90,-90,-89,,,,-79,-78,-78,-77,-76,-77
6,6,1,,,,-77,-76,-76,,,,,,,,,,-82,-80,-79,-77,-77,-77
6,6,3,-83,-83,-83,-73,-74,-75,,,,-106,-120,-120,,,,-78,-79,-79,-72,-73,-77
5,5,1,,,,-83,-83,-83,,,,,,,,,,-86,-86,-86,,,
6,6,3,-82,-86,-84,-69,-70,-70,-92,-90,-90,-91,-90,-89,,,,-78,-80,-81,-75,-74,-75
6,6,1,-90,-91,-92,-74,-74,-75,,,,,,,,,,-78,-79,-78,-79,-77,-77
5,6,1,,,,-76,-75,-75,,,,,,,,,,-76,-77,-78,-79,-78,-78
6,6,3,-84,-84,-84,-71,-71,-71,-89,-89,-89,-89,-92,-93,,,,-82,-79,-80,-73,-73,-74
6,6,1,-91,-91,-91,-76,-76,-77,,,,,,,,,,-79,-79,-79,-79,-78,-79
6,6,3,-83,-84,-89,-70,-71,-70,-89,-89,-88,-90,-90,-106,,,,-80,-81,-82,-74,-73,-74
6,6,1,-90,-89,-89,-72,-72,-72,,,,,,,,,,-79,-78,-79,-79,-79,-78
6,6,1,,,,-75,-74,-75,,,,,,,,,,-85,-84,-85,-79,-78,-80
6,6,3,-87,-87,-85,-71,-72,-72,-88,-89,-88,-91,-89,-105,,,,-78,-77,-78,-74,-74,-73
6,6,1,-91,-107,-120,-73,-75,-76,,,,,,,,,,-78,-78,-78,-74,-76,-77
6,6,3,-83,-83,-82,-70,-69,-70,-94,-93,-109,-90,-90,-91,,,,-82,-72,-72,-72,-75,-73
6,6,1,-120,-89,-89,-75,-75,-73,,,,,,,,,,-78,-78,-77,-77,-77,-76
6,6,1,-120,-120,-120,-75,-75,-75,,,,,,,,,,-77,-77,-78,-76,-76,-76
5,6,3,-83,-83,-83,-69,-69,-75,,,,-107,-120,-120,,,,-72,-73,-74,-72,-73,-74
5,6,3,-85,-85,-83,-72,-72,-72,-90,-90,-106,-90,-92,-108,,,,-78,-76,-76,-76,-81,-80
6,6,1,-90,-106,-91,-78,-79,-79,,,,,,,,,,-83,-83,-82,-84,-83,-83
6,6,1,,,,-76,-75,-75,,,,,,,,,,-85,-84,-85,-79,-79,-78
5,6,1,,,,-75,-74,-73,,,,,,,,,,-85,-86,-87,-78,-77,-77
5,6,3,-87,-88,-89,-67,-60,-62,-88,-86,-88,,,,,,,-76,-77,-78,-81,-81,-80
5,6,3,-87,-89,-87,-69,-69,-71,-88,-88,-89,,,,,,,-76,-75,-76,-79,-80,-79
6,6,1,-86,-89,-90,-74,-75,-75,,,,,,,,,,-84,-87,-87,-77,-79,-80
6,6,1,-91,-93,-91,-67,-67,-67,,,,,,,,,,-88,-87,-86,-83,-83,-87
5,6,3,-85,-85,-86,-63,-63,-65,-91,-86,-87,,,,,,,-76,-77,-76,-80,-81,-81
6,6,1,-88,-92,-93,-76,-75,-73,,,,,,,,,,-87,-87,-88,-81,-81,-82
6,6,1,-90,-88,-90,-74,-75,-77,,,,,,,,,,-90,-88,-87,-82,-82,-83
6,6,1,-89,-89,-90,-72,-75,-75,,,,,,,,,,-87,-87,-89,-83,-83,-84
6,6,1,-108,-92,-90,-75,-76,-75,,,,,,,,,,-85,-85,-86,-85,-86,-85
6,6,1,-89,-91,-89,-75,-77,-77,,,,,,,,,,-86,-88,-86,-85,-86,-84
6,6,1,-107,-120,-90,-76,-76,-75,,,,,,,,,,-84,-84,-85,-85,-84,-83
6,6,1,-90,-90,-90,-76,-76,-79,,,,,,,,,,-85,-83,-79,-84,-84,-80
7,8,3,,,,-81,-82,-83,-83,-84,-84,-76,-76,-76,,,,-80,-81,-80,-79,-79,-78
6,6,3,-83,-85,-86,-62,-62,-63,-86,-87,-86,-88,-88,-104,,,,-80,-81,-80,-74,-74,-75
6,6,3,-84,-83,-84,-59,-57,-57,-85,-85,-85,-86,-88,-88,-91,-91,-91,-78,-78,-78,-76,-74,-77
6,6,3,-83,-83,-83,-57,-57,-57,-86,-86,-86,-84,-87,-88,-120,-120,-120,-79,-79,-79,-75,-75,-74
6,6,3,-82,-82,-83,-56,-57,-57,-85,-86,-87,-88,-88,-89,-91,-90,-91,-80,-79,-79,-75,-74,-76
6,6,3,-83,-84,-84,-58,-58,-59,-88,-87,-88,-87,-89,-88,-107,-120,-120,-78,-79,-80,-76,-75,-77
6,6,3,-83,-83,-83,-59,-59,-57,-88,-88,-87,-89,-91,-107,-91,-107,-90,-78,-78,-80,-76,-78,-78
6,6,3,-84,-84,-84,-58,-58,-57,-87,-87,-87,-89,-88,-87,-91,-107,-120,-80,-80,-79,-81,-76,-78
6,6,1,-89,-89,-89,-68,-67,-67,,,,,,,,,,-86,-83,-83,-82,-85,-85
6,6,3,-84,-84,-84,-58,-58,-60,-87,-86,-87,-89,-88,-89,-92,-92,-108,-79,-79,-79,-80,-78,-78
5,6,1,-90,-90,-89,-68,-69,-68,,,,,,,,,,-82,-84,-83,-84,-87,-88
6,6,3,-84,-85,-84,-58,-59,-58,-87,-88,-89,-89,-89,-88,-91,-92,-90,-79,-80,-80,-77,-77,-77
5,6,1,-90,-90,-90,-68,-68,-68,,,,,,,,,,-80,-85,-84,-81,-81,-83
6,6,3,-84,-86,-88,-60,-60,-61,-89,-91,-89,-89,-90,-92,-90,-90,-91,-81,-81,-81,-80,-79,-79
6,6,3,-84,-85,-86,-59,-60,-61,-88,-88,-89,-90,-89,-89,-120,-120,-120,-82,-80,-80,-77,-79,-79
6,6,1,-90,-90,-90,-68,-66,-67,,,,,,,,,,-83,-84,-84,-80,-80,-83
5,6,3,-85,-84,-84,-59,-60,-61,-88,-88,-89,-89,-90,-89,-91,-90,-91,-80,-81,-80,-79,-80,-80
6,6,1,-90,-90,-90,-69,-66,-67,,,,,,,,,,-81,-82,-83,-82,-81,-82
6,6,3,-85,-85,-85,-61,-61,-61,-88,-89,-88,-89,-89,-89,-120,-120,-120,-81,-80,-80,-80,-81,-80
6,6,1,,,,-66,-65,-66,,,,,,,,,,-82,-82,-81,-79,-82,-79
5,6,1,,,,-66,-66,-66,,,,,,,,,,-81,-82,-81,-78,-80,-79
6,6,3,-85,-88,-85,-59,-60,-60,-90,-106,-120,-93,-109,-120,,,,-80,-80,-83,-79,-79,-79
8,8,1,,,,-86,-87,-85,,,,-82,-82,-83,,,,-91,-91,-89,-82,-82,-82
6,6,1,,,,-67,-67,-66,,,,,,,,,,-84,-83,-82,-80,-78,-79
6,6,3,-86,-85,-85,-60,-61,-60,-89,-89,-89,-92,-89,-91,-92,-92,-92,-81,-81,-82,-79,-79,-79
6,6,1,,,,-66,-67,-66,,,,,,,,,,-82,-82,-82,-79,-78,-81
6,6,3,-86,-84,-84,-60,-61,-60,-89,-90,-89,-89,-93,-89,-93,-89,-91,-87,-81,-81,-79,-79,-79
6,6,1,,,,-66,-66,-66,,,,,,,,,,-82,-84,-82,-79,-80,-79
6,6,3,-85,-85,-85,-62,-62,-62,-88,-88,-90,-88,-91,-92,,,,-81,-80,-80,-79,-80,-80
6,6,3,-85,-85,-85,-59,-59,-60,-89,-92,-90,-91,-107,-120,-107,-120,-120,-80,-81,-81,-80,-80,-80
8,8,1,-108,-120,-92,-90,-90,-91,-90,-91,-90,-82,-76,-76,,,,-86,-86,-87,-89,-86,-86
7,8,1,,,,-92,-91,-90,,,,-79,-77,-75,,,,-87,-86,-85,-88,-88,-87
8,8,1,,,,-87,-87,-87,,,,-86,-86,-84,,,,-89,-88,-90,-82,-81,-82
7,8,3,,,,-80,-80,-80,-84,-82,-81,-76,-74,-76,,,,-78,-79,-79,-80,-80,-79
8,8,1,,,,-88,-86,-87,,,,-82,-82,-82,,,,-89,-92,-93,-79,-82,-81
7,8,3,,,,-81,-83,-86,-88,-84,-83,-77,-75,-76,,,,-80,-79,-79,-79,-79,-79
8,8,1,,,,-89,-87,-86,,,,-82,-82,-82,,,,-89,-89,-90,-81,-80,-82
8,8,1,,,,-87,-87,-87,,,,-81,-82,-83,,,,-93,-90,-88,-81,-80,-85
8,8,1,,,,-93,-87,-85,,,,-79,-81,-80,,,,-91,-90,-106,-87,-86,-85
8,8,1,,,,-87,-87,-87,,,,-79,-79,-77,,,,-87,-87,-89,-82,-80,-80
7,8,3,-91,-91,-107,-82,-84,-83,-82,-85,-85,-76,-78,-75,,,,-80,-80,-80,-81,-81,-78
8,8,1,,,,-88,-88,-87,,,,-87,-84,-83,,,,-88,-88,-84,-82,-84,-86
8,8,3,,,,-85,-84,-82,-86,-85,-83,-77,-76,-76,,,,-80,-80,-80,-79,-79,-80
8,8,1,,,,-88,-86,-86,,,,-82,-82,-81,,,,-88,-88,-86,-84,-82,-81
8,8,3,,,,-84,-86,-83,-86,-85,-85,-76,-77,-77,,,,-80,-79,-80,-79,-79,-79
8,8,1,,,,-86,-86,-87,,,,-81,-82,-85,,,,-88,-88,-88,-82,-84,-86
8,8,1,,,,-87,-87,-88,,,,-82,-81,-81,,,,-89,-88,-104,-82,-83,-82
8,8,3,,,,-81,-82,-82,-84,-83,-83,-77,-76,-77,,,,-81,-81,-79,-78,-78,-78
8,8,3,,,,-82,-82,-82,-84,-82,-83,-80,-83,-77,,,,-80,-80,-80,-79,-78,-79
8,8,1,,,,-86,-86,-86,,,,-81,-82,-82,,,,-89,-89,-89,-83,-82,-83
8,8,3,,,,-82,-85,-82,-84,-83,-83,-82,-80,-83,,,,-81,-81,-81,-78,-79,-79
8,8,1,,,,-89,-88,-88,,,,-81,-84,-82,,,,-89,-88,-89,-84,-83,-84
8,8,1,,,,-86,-87,-86,,,,-82,-82,-82,,,,-90,-91,-90,-84,-83,-83
8,8,3,,,,-83,-81,-81,-84,-84,-86,-80,-81,-79,,,,-81,-81,-81,-78,-77,-78
8,8,1,,,,-87,-87,-87,,,,-82,-83,-82,,,,-89,-87,-89,-86,-83,-84
8,8,3,,,,-81,-85,-83,-82,-85,-84,-78,-76,-75,,,,-81,-81,-81,-77,-77,-77
8,8,3,,,,-88,-86,-80,-85,-85,-84,-78,-76,-76,,,,-81,-80,-81,-79,-78,-78
8,8,1,,,,-87,-87,-87,,,,-82,-83,-83,,,,-89,-89,-90,-83,-83,-82
8,8,3,,,,-85,-83,-82,-83,-85,-84,-79,-80,-80,,,,-81,-80,-81,-78,-79,-79
8,8,1,,,,-89,-88,-88,,,,-82,-82,-83,,,,-89,-88,-88,-81,-83,-83
8,8,3,-89,-105,-120,-86,-84,-81,-87,-88,-87,-76,-79,-77,,,,-80,-80,-80,-78,-79,-79
8,8,1,,,,-90,-89,-87,,,,-84,-83,-83,,,,-89,-88,-88,-84,-82,-83
8,8,3,,,,-80,-81,-82,-88,-90,-89,-77,-79,-80,,,,-82,-83,-81,-78,-78,-76
8,8,1,,,,-87,-87,-87,,,,-83,-83,-83,,,,-88,-87,-87,-82,-83,-83
6,8,3,-120,-120,-120,-79,-79,-79,-86,-87,-90,-80,-78,-80,,,,-81,-80,-80,-76,-77,-77
8,8,3,,,,-78,-78,-78,-90,-88,-88,-78,-78,-78,,,,-80,-79,-80,-78,-77,-77
8,8,1,,,,-87,-88,-88,,,,-83,-83,-84,,,,-88,-88,-88,-85,-83,-82
6,8,3,,,,-84,-84,-82,-88,-88,-89,-77,-80,-81,,,,-81,-80,-79,-78,-78,-78
8,8,1,,,,-89,-88,-89,,,,-82,-83,-82,,,,-89,-88,-88,-83,-84,-84
8,8,3,,,,-81,-82,-81,-87,-89,-86,-79,-81,-80,,,,-79,-79,-79,-77,-77,-79
8,8,1,,,,-88,-87,-90,,,,-85,-82,-82,,,,-87,-88,-88,-83,-84,-82
8,8,3,,,,-82,-82,-82,-82,-83,-82,-71,-71,-74,-90,-89,-91,-82,-82,-81,-67,-67,-67
8,8,1,,,,-87,-87,-88,-90,-87,-93,-77,-78,-81,,,,-91,-93,-91,-78,-78,-78
8,8,1,,,,-85,-86,-85,-120,-120,-120,-81,-80,-79,,,,-120,-89,-91,-85,-83,-82
8,8,1,,,,-89,-87,-87,,,,-77,-78,-80,,,,-90,-90,-90,-85,-85,-86
8,8,3,,,,-85,-83,-83,-83,-83,-84,-74,-73,-72,-88,-87,-89,-87,-88,-88,-71,-72,-71
8,8,1,,,,-85,-86,-85,-93,-93,-93,-79,-80,-80,,,,,,,-84,-86,-83
8,8,3,,,,-86,-86,-86,-83,-83,-83,-75,-72,-71,-88,-88,-88,-86,-86,-86,-70,-69,-71
8,8,3,,,,-85,-88,-86,-83,-82,-83,-73,-73,-75,-88,-88,-88,-87,-87,-87,-71,-70,-70
6,8,1,,,,-90,-91,-88,,,,-78,-82,-79,,,,,,,-84,-83,-85
8,8,3,,,,-85,-86,-86,-83,-81,-83,-73,-75,-75,-88,-89,-89,-87,-88,-84,-71,-70,-71
8,8,1,,,,-85,-87,-86,,,,-80,-80,-81,,,,,,,-84,-86,-85
8,8,3,,,,-86,-86,-86,-84,-84,-82,-74,-72,-71,-88,-89,-89,-86,-85,-85,-70,-69,-70
8,8,3,,,,-85,-85,-87,-85,-84,-85,-73,-73,-73,-88,-88,-88,-86,-86,-85,-72,-71,-71
8,8,1,,,,-86,-84,-88,,,,-80,-79,-81,,,,-90,-89,-89,-84,-85,-85
8,8,1,,,,-84,-85,-85,,,,-78,-78,-78,,,,-89,-90,-90,-84,-85,-86
8,8,3,,,,-85,-86,-87,-85,-84,-85,-72,-73,-74,-89,-89,-89,-86,-85,-84,-71,-72,-71
8,8,1,,,,-88,-84,-84,,,,-77,-77,-77,,,,-89,-89,-89,-84,-85,-86
8,8,3,,,,-85,-84,-84,-83,-84,-85,-73,-72,-72,-90,-106,-120,-85,-86,-88,-71,-71,-71
8,8,3,,,,-86,-86,-87,-85,-81,-82,-73,-73,-73,,,,-86,-85,-86,-71,-71,-71
8,8,1,,,,-84,-85,-84,,,,-77,-78,-77,,,,-90,-89,-89,-84,-86,-86
8,8,3,,,,-87,-86,-86,-82,-81,-83,-73,-73,-72,-120,-120,-91,-87,-86,-85,-71,-72,-74
8,8,3,,,,-85,-85,-84,-81,-81,-81,-72,-72,-72,-120,-90,-90,-85,-85,-86,-70,-71,-70
8,8,1,,,,-85,-83,-84,,,,-78,-78,-78,,,,-90,-90,-106,-86,-86,-84
8,8,1,,,,-85,-85,-89,,,,-78,-78,-78,,,,-88,-89,-89,-86,-85,-84
8,8,3,,,,-85,-84,-84,-82,-83,-84,-71,-71,-71,-106,-120,-120,-87,-85,-87,-71,-72,-72
8,8,1,,,,-88,-85,-86,,,,-79,-78,-82,,,,-89,-105,-87,-84,-85,-85
8,8,3,,,,-86,-85,-84,-83,-82,-83,-71,-71,-72,-120,-120,-120,-86,-83,-84,-70,-71,-72
8,8,1,,,,-91,-90,-89,-87,-87,-87,-82,-82,-81,,,,,,,-85,-86,-86
8,8,1,,,,-89,-90,-106,-89,-88,-88,-79,-80,-80,,,,-90,-90,-90,-91,-89,-91
8,8,3,-120,-90,-89,-81,-81,-82,-83,-85,-83,-71,-71,-68,-88,-88,-92,-85,-86,-84,-80,-79,-79
8,8,3,-90,-89,-88,-77,-77,-76,-87,-85,-86,-71,-69,-68,-88,-88,-86,-85,-84,-84,-74,-73,-74
8,8,1,,,,-84,-87,-85,-88,-87,-88,-76,-79,-83,,,,-92,-88,-85,-86,-86,-83
8,8,3,-89,-90,-89,-79,-80,-79,-83,-83,-84,-71,-70,-71,-87,-87,-87,-86,-86,-86,-72,-71,-72
7,8,1,,,,-87,-88,-89,-90,-89,-90,-71,-72,-73,,,,-82,-82,-81,-83,-84,-83
8,8,1,,,,-84,-87,-88,-89,-89,-90,-69,-69,-68,,,,-84,-84,-85,-83,-83,-83
7,8,1,,,,-85,-89,-86,-92,-85,-88,-81,-73,-71,,,,-87,-86,-87,-84,-90,-91
3,3,1,-95,-111,-120,,,,-85,-85,-85,-120,-120,-90,-86,-88,-87,,,,,,
7,8,1,,,,-87,-86,-87,-89,-90,-90,-68,-67,-66,,,,-86,-85,-85,-87,-85,-84
7,8,1,,,,-88,-85,-86,-89,-89,-105,-67,-67,-67,,,,-86,-85,-87,-88,-89,-87
7,8,1,,,,-87,-85,-87,-88,-85,-84,-71,-70,-72,,,,-85,-84,-89,-87,-85,-86
7,8,1,,,,-87,-90,-89,-106,-120,-88,-83,-83,-76,,,,-84,-100,-88,-85,-83,-86
8,8,3,-91,-89,-87,-82,-81,-77,-88,-89,-88,-71,-69,-71,-89,-91,-94,-86,-83,-85,-74,-77,-74
8,8,1,,,,-90,-88,-89,-86,-86,-86,-80,-79,-79,,,,-88,-87,-86,-88,-86,-86
8,8,3,-89,-90,-89,-79,-82,-81,-92,-93,-87,-72,-72,-70,-90,-89,-90,-85,-83,-84,-72,-75,-76
8,8,1,,,,-88,-87,-86,-89,-105,-90,-81,-81,-82,,,,-90,-106,-120,-88,-89,-88
8,8,3,-92,-90,-90,-79,-82,-83,-87,-90,-91,-72,-72,-73,-120,-90,-89,-82,-81,-82,-72,-72,-74
8,8,1,,,,-86,-87,-87,-106,-120,-120,-78,-80,-82,,,,-91,-89,-90,-87,-89,-92
8,8,3,-107,-120,-120,-82,-82,-81,-87,-84,-86,-69,-71,-70,-90,-89,-91,-81,-80,-81,-75,-72,-72
8,8,1,,,,-89,-90,-91,-89,-88,-88,-81,-80,-81,,,,-108,-89,-89,-92,-108,-89
8,8,3,-90,-90,-89,-80,-80,-79,-88,-88,-90,-71,-71,-73,,,,-85,-84,-82,-74,-74,-73
6,6,1,,,,-90,-88,-88,-88,-87,-87,-84,-82,-81,,,,,,,-111,-120,-89
8,8,3,-89,-88,-89,-80,-81,-80,-87,-87,-86,-71,-74,-76,,,,-85,-85,-84,-74,-72,-70
8,8,3,-108,-90,-92,-79,-80,-79,-89,-88,-86,-69,-68,-68,,,,-83,-83,-84,-70,-71,-72
8,8,1,,,,-87,-90,-89,-87,-90,-89,-79,-79,-79,,,,-89,-105,-90,-89,-89,-89
8,8,3,-88,-88,-88,-80,-82,-83,-85,-84,-85,-70,-73,-77,,,,-85,-84,-84,-73,-73,-71
7,8,1,,,,-86,-88,-85,-92,-92,-108,-79,-78,-78,,,,-89,-86,-86,-90,-106,-120
8,8,3,-89,-90,-89,-82,-81,-84,-80,-81,-80,-73,-73,-73,,,,-87,-85,-85,-73,-72,-74
7,8,1,,,,-85,-85,-86,-89,-90,-90,-78,-78,-79,,,,-89,-88,-90,-87,-87,-89
7,8,1,,,,-87,-87,-90,-85,-85,-89,-79,-82,-83,,,,-92,-92,-89,-87,-87,-90
8,8,3,-120,-120,-120,-81,-81,-82,-83,-81,-79,-73,-77,-75,,,,-84,-83,-83,-74,-75,-73
8,8,1,,,,-85,-84,-84,-94,-91,-90,-81,-81,-81,,,,-88,-88,-89,-89,-85,-83
8,8,3,-91,-91,-91,-81,-81,-81,-85,-82,-82,-73,-75,-74,-92,-92,-92,-83,-83,-82,-72,-73,-73
8,8,1,,,,-83,-83,-84,-91,-91,-91,-80,-79,-78,,,,-89,-91,-88,-84,-83,-85
8,8,3,-93,-92,-91,-81,-81,-81,-82,-81,-80,-72,-70,-70,-107,-120,-120,-83,-82,-84,-73,-70,-70
7,8,1,,,,-84,-88,-87,-88,-86,-87,-80,-80,-80,,,,-90,-90,-89,-88,-84,-85
8,8,3,,,,-82,-81,-81,-83,-87,-83,-70,-70,-69,,,,-87,-91,-84,-75,-75,-76
1,1,3,-70,-71,-71,-82,-81,-81,-86,-86,-87,-91,-107,-90,-61,-61,-61,-82,-79,-80,-92,-93,-93
1,1,3,-73,-76,-76,-80,-80,-80,-85,-85,-85,,,,-62,-63,-63,-81,-83,-82,,,
1,1,3,-75,-77,-75,-81,-81,-81,-87,-86,-86,,,,-64,-63,-63,-83,-83,-86,-106,-92,-108
1,1,1,-84,-85,-84,-88,-91,-90,,,,,,,-72,-73,-73,-88,-88,-89,,,
1,1,1,-85,-85,-86,-86,-87,-87,,,,,,,-79,-79,-77,-87,-88,-90,,,
3,3,1,-91,-90,-90,,,,-90,-88,-89,,,,-84,-84,-83,,,,,,
3,3,3,-88,-89,-89,-86,-86,-86,-84,-87,-85,-85,-85,-86,-75,-74,-74,-81,-78,-79,,,
3,3,3,-87,-87,-86,-86,-86,-86,-81,-80,-80,-85,-89,-105,-75,-75,-75,-79,-79,-80,,,
3,3,1,,,,,,,-87,-87,-88,,,,-82,-82,-83,-90,-90,-90,,,
3,3,3,-89,-89,-89,-88,-86,-90,-85,-80,-84,-87,-85,-85,-75,-75,-75,-79,-80,-81,,,
3,3,1,,,,,,,-86,-86,-84,,,,-82,-82,-82,-89,-105,-89,,,
3,3,3,-88,-86,-87,-86,-90,-91,-82,-87,-79,-85,-85,-88,-75,-75,-75,-77,-79,-79,,,
3,3,1,,,,,,,-85,-83,-87,,,,-81,-82,-82,-90,-91,-91,,,
3,3,3,-88,-86,-87,-90,-94,-87,-81,-80,-82,-84,-86,-84,-74,-74,-74,-79,-76,-78,,,
3,3,1,,,,,,,-85,-85,-85,,,,-81,-82,-82,-90,-89,-90,,,
