detected_pump,real_pump,model,1_1,,,1_2,,,2_1,,,2_2,,,3_1,,,3_2,,,3_3,,
3,3,3,-90,-90,-90,-91,-91,-90,-80,-84,-86,-91,-90,-88,-75,-80,-79,-86,-86,-85,,,
3,3,2,-90,-106,-120,,,,-83,-82,-79,-90,-84,-84,-86,-86,-87,-88,-85,-86,,,
3,3,3,,,,-90,-106,-120,-79,-80,-79,-86,-88,-87,-74,-74,-76,-83,-82,-83,-92,-108,-92
3,3,3,,,,,,,-77,-79,-82,-86,-88,-88,-77,-79,-81,-87,-85,-82,-91,-91,-92
3,3,2,,,,-90,-90,-92,-88,-87,-85,-86,-86,-86,-73,-73,-74,-88,-85,-85,,,
3,3,3,,,,,,,-90,-106,-86,-88,-88,-88,-75,-76,-76,-84,-85,-85,,,
4,3,3,,,,,,,-81,-75,-74,-89,-90,-86,-86,-84,-85,-87,-87,-88,,,
3,3,2,,,,,,,-86,-86,-86,-90,-106,-89,-75,-75,-76,-85,-90,-89,,,
3,3,3,,,,,,,-75,-74,-74,-86,-92,-89,-83,-84,-83,-88,-86,-86,,,
3,3,2,,,,,,,-87,-84,-83,-86,-87,-88,-78,-79,-81,-89,-90,-91,,,
3,3,3,,,,,,,-86,-87,-87,-91,-91,-90,-76,-76,-77,-83,-83,-84,,,
3,3,1,,,,,,,-74,-73,-73,-96,-96,-91,-89,-88,-88,-120,-120,-91,,,
3,3,3,-90,-90,-90,-105,-120,-120,-74,-75,-74,-86,-86,-82,-73,-73,-73,-87,-84,-85,,,
3,3,3,,,,,,,-78,-78,-78,-87,-88,-104,-80,-79,-78,-92,-91,-89,,,
3,3,3,,,,,,,-75,-76,-78,-86,-87,-86,-72,-72,-74,-89,-88,-88,,,
5,5,3,-82,-82,-82,-79,-77,-78,,,,,,,-86,-86,-90,-73,-73,-75,-83,-84,-84
5,5,3,-81,-82,-82,-79,-77,-78,-92,-91,-91,,,,-84,-88,-88,-76,-75,-76,-83,-84,-83
5,5,3,-77,-79,-81,-78,-77,-80,,,,-90,-106,-120,-80,-84,-83,-78,-75,-73,-84,-84,-83
5,5,3,-77,-80,-80,-73,-76,-72,,,,,,,-82,-82,-81,-76,-75,-77,-87,-86,-84
5,5,3,-81,-82,-81,-76,-77,-76,,,,,,,-80,-82,-82,-75,-74,-75,-86,-86,-84
5,5,3,-80,-80,-83,-78,-79,-78,,,,-93,-93,-92,-83,-87,-85,-77,-74,-74,-84,-86,-84
5,5,3,-78,-79,-79,-73,-74,-78,,,,-91,-107,-120,-81,-79,-82,-73,-74,-74,-86,-82,-82
5,5,3,-79,-78,-79,-76,-76,-79,,,,,,,-81,-81,-81,-77,-76,-76,-85,-83,-84
5,5,3,-80,-80,-81,-74,-77,-78,,,,-90,-90,-106,-82,-81,-82,-76,-78,-77,-84,-86,-84
5,5,3,-82,-81,-81,-81,-78,-79,,,,-91,-91,-90,-80,-80,-82,-75,-74,-74,-87,-85,-83
5,5,3,-80,-80,-81,-77,-77,-78,,,,,,,-82,-83,-84,-74,-73,-75,-83,-82,-83
5,5,1,,,,-90,-90,-90,,,,,,,,,,-92,-92,-94,,,
5,5,3,-80,-81,-81,-78,-77,-77,,,,-91,-91,-91,-81,-81,-86,-74,-74,-76,-83,-82,-83
5,5,3,-81,-82,-81,-79,-76,-77,,,,-91,-91,-89,-83,-86,-85,-75,-74,-75,-84,-84,-85
5,5,3,-93,-92,-108,-76,-77,-78,,,,,,,,,,-77,-75,-75,-88,-90,-88
5,5,3,-86,-85,-84,-70,-70,-71,,,,-90,-89,-90,-89,-88,-87,-65,-66,-66,-84,-84,-85
5,5,3,-82,-82,-84,-77,-74,-76,,,,-89,-89,-90,-93,-90,-106,-68,-67,-68,-90,-87,-87
5,5,3,-86,-87,-88,-71,-71,-71,,,,,,,-92,-89,-89,-66,-66,-66,-85,-87,-87
5,5,2,-84,-86,-85,-74,-75,-72,,,,,,,-93,-88,-90,-76,-75,-75,-89,-89,-89
5,5,3,-89,-88,-87,-73,-72,-71,,,,,,,-88,-89,-89,-64,-65,-65,-88,-86,-85
5,5,3,-85,-86,-85,-76,-77,-74,-93,-109,-120,-87,-93,-109,,,,-71,-69,-69,-90,-86,-83
5,5,2,-83,-83,-83,-67,-67,-72,,,,,,,-90,-92,-108,-71,-70,-73,-84,-87,-84
5,5,3,-88,-88,-87,-71,-72,-70,,,,-92,-91,-90,-89,-90,-90,-66,-66,-66,-87,-86,-86
5,5,3,-82,-81,-81,-79,-73,-73,,,,,,,-88,-90,-89,-67,-67,-69,-83,-84,-83
5,5,2,-89,-89,-88,-72,-72,-70,,,,,,,,,,-73,-69,-70,-86,-87,-87
5,5,3,-83,-84,-85,-74,-75,-73,,,,,,,-90,-92,-108,-68,-68,-72,-84,-86,-85
5,5,3,-106,-90,-90,-77,-76,-76,,,,,,,,,,-78,-76,-77,-92,-92,-93
5,5,3,-83,-84,-82,-69,-67,-69,,,,-88,-90,-88,-88,-85,-86,-74,-71,-72,-84,-85,-86
5,5,2,-87,-103,-119,-83,-83,-76,,,,-95,-89,-105,,,,-84,-74,-71,-84,-85,-88
5,5,3,-86,-85,-85,-75,-77,-71,,,,-91,-91,-90,-93,-92,-90,-75,-73,-71,-89,-84,-87
5,5,3,-90,-89,-89,-78,-77,-78,,,,,,,,,,-77,-76,-75,-88,-89,-89
5,5,3,-86,-85,-82,-69,-71,-70,-92,-108,-90,-90,-88,-86,-90,-92,-92,-66,-68,-66,-86,-85,-86
5,5,2,-83,-86,-87,-73,-72,-71,,,,,,,-88,-87,-89,-69,-68,-66,-86,-87,-86
5,5,3,-82,-83,-83,-70,-69,-71,-90,-90,-90,,,,,,,-66,-66,-66,-88,-89,-88
5,5,3,-87,-87,-88,-79,-79,-76,,,,,,,,,,-74,-76,-75,-88,-90,-88
5,5,3,-86,-86,-87,-75,-75,-74,,,,-90,-90,-89,-91,-107,-91,-71,-72,-70,-85,-85,-89
5,5,3,-84,-84,-87,-78,-77,-77,-92,-92,-108,-88,-88,-87,-91,-107,-120,-72,-71,-74,-87,-88,-90
5,5,3,-85,-85,-85,-72,-72,-70,-90,-89,-90,,,,,,,-64,-63,-65,-86,-88,-89
5,5,2,-86,-102,-85,-66,-67,-68,,,,-91,-91,-107,-91,-88,-88,-73,-79,-77,-88,-85,-84
5,5,3,-107,-91,-91,-77,-76,-78,,,,,,,,,,-74,-74,-77,-90,-88,-90
5,5,3,-84,-85,-88,-72,-70,-70,,,,-92,-92,-108,-90,-94,-92,-70,-69,-74,-84,-84,-84
5,5,2,-81,-90,-106,-65,-85,-84,,,,-85,-101,-117,-93,-94,-110,-71,-71,-73,-83,-84,-85
5,5,3,-85,-84,-87,-71,-71,-70,,,,-91,-91,-107,-88,-88,-90,-65,-65,-68,-88,-88,-87
5,5,2,-89,-89,-89,-68,-70,-70,,,,-91,-89,-88,-90,-90,-88,-72,-71,-71,-86,-85,-86
5,5,3,-84,-88,-89,-70,-71,-67,,,,-91,-91,-107,-90,-91,-91,-69,-70,-71,-87,-87,-87
5,5,3,-91,-91,-90,-79,-74,-79,,,,,,,,,,-76,-77,-79,-87,-89,-89
5,5,3,-87,-89,-86,-74,-75,-75,-91,-89,-91,-89,-90,-90,-86,-88,-87,-65,-67,-66,-90,-90,-92
5,5,2,-87,-87,-84,-68,-67,-67,-91,-91,-90,-90,-106,-120,-90,-88,-87,-75,-79,-82,-86,-82,-82
5,5,3,-89,-89,-82,-70,-70,-70,,,,-88,-90,-88,-91,-91,-92,-69,-69,-71,-86,-86,-83
5,5,1,-87,-87,-90,-82,-82,-81,,,,,,,-107,-120,-120,-76,-76,-76,,,
5,5,1,-91,-91,-107,-78,-75,-78,,,,,,,,,,-79,-77,-80,,,
5,5,3,-87,-88,-88,-72,-73,-73,,,,,,,-90,-90,-90,-75,-74,-73,-89,-89,-88
5,5,3,-89,-86,-85,-69,-72,-71,,,,-92,-90,-87,-90,-89,-87,-74,-73,-75,-83,-83,-82
5,5,3,-81,-82,-84,-67,-67,-72,-90,-90,-92,-88,-88,-88,-86,-90,-90,-68,-68,-70,-83,-83,-84
5,5,3,-84,-86,-84,-70,-69,-68,,,,-91,-91,-90,,,,-76,-73,-70,-84,-83,-82
5,5,3,-80,-80,-81,-72,-71,-71,,,,-92,-89,-90,-107,-90,-88,-66,-64,-64,-85,-86,-87
5,5,2,-82,-84,-84,-68,-70,-70,-91,-107,-120,-90,-90,-87,-89,-105,-120,-71,-67,-68,-85,-82,-83
5,5,3,-88,-88,-88,-71,-72,-71,,,,-91,-91,-89,-92,-108,-92,-79,-76,-81,-86,-87,-87
5,5,2,-88,-88,-89,-71,-71,-71,,,,,,,-105,-87,-87,-73,-82,-74,-87,-87,-87
5,5,3,-105,-90,-89,-75,-73,-74,,,,,,,,,,-74,-76,-79,-89,-87,-86
5,5,1,-90,-106,-92,-81,-79,-78,,,,,,,,,,-78,-77,-78,-93,-88,-87
5,5,3,-78,-75,-76,-71,-70,-73,-91,-91,-90,-90,-90,-91,-90,-91,-90,-64,-63,-64,-86,-86,-87
5,5,2,-85,-86,-86,-69,-71,-73,,,,-88,-91,-90,-88,-90,-91,-80,-78,-76,-83,-84,-84
5,5,1,-91,-90,-90,-81,-80,-83,,,,,,,,,,-80,-79,-78,-87,-84,-84
5,5,3,-89,-91,-88,-72,-73,-73,,,,,,,,,,-83,-85,-80,-87,-86,-88
5,5,3,-89,-85,-82,-70,-70,-75,-88,-88,-89,-90,-106,-90,,,,-76,-74,-75,-82,-82,-84
5,5,3,-79,-79,-82,-77,-73,-68,-89,-88,-90,-90,-90,-90,-87,-89,-88,-66,-68,-68,-88,-87,-87
5,5,2,-91,-91,-87,-74,-72,-72,-92,-92,-108,-92,-90,-106,-86,-91,-92,-76,-75,-78,-84,-84,-83
5,5,3,-87,-89,-85,-71,-71,-74,,,,-90,-90,-90,,,,-79,-79,-77,-85,-86,-90
5,5,3,-83,-82,-82,-65,-67,-68,-87,-88,-87,-86,-89,-88,,,,-67,-67,-67,-85,-86,-85
5,5,3,-89,-90,-106,-69,-67,-67,,,,,,,,,,-71,-69,-68,-86,-87,-87
5,5,2,-86,-81,-80,-68,-66,-65,-89,-89,-86,-87,-87,-86,-89,-88,-90,-70,-63,-62,-79,-84,-85
5,5,3,-87,-85,-85,-74,-74,-73,-89,-90,-90,-92,-108,-120,,,,-74,-72,-70,-88,-89,-91
5,5,1,-94,-91,-107,-75,-75,-81,,,,,,,,,,-79,-78,-78,-92,-89,-89
5,2,3,-82,-81,-79,-68,-68,-68,-88,-89,-88,-87,-87,-86,-87,-103,-119,-69,-71,-71,-84,-84,-84
5,5,3,-81,-81,-80,-72,-73,-72,-84,-86,-88,-89,-90,-88,-90,-90,-106,-69,-70,-71,-85,-85,-85
5,5,2,-81,-80,-80,-65,-66,-66,-88,-87,-87,-87,-84,-88,-87,-88,-87,-63,-62,-63,-86,-87,-87
5,5,3,-92,-85,-88,-74,-74,-75,,,,,,,,,,-72,-72,-72,-88,-89,-87
5,2,3,-82,-81,-82,-70,-69,-69,-88,-88,-88,-87,-88,-88,,,,-71,-71,-70,-84,-84,-85
2,5,2,-78,-78,-80,-64,-64,-67,-102,-118,-88,-84,-84,-89,-86,-102,-118,-64,-64,-63,-86,-86,-89
5,5,3,-78,-81,-80,-72,-72,-72,-88,-85,-86,-91,-88,-87,-90,-90,-106,-70,-68,-72,-86,-88,-84
5,5,3,-90,-88,-87,-70,-69,-70,,,,,,,,,,-70,-70,-72,-87,-87,-88
5,2,3,-86,-84,-81,-69,-68,-67,-84,-86,-83,-107,-90,-93,-87,-89,-88,-66,-65,-67,-84,-85,-86
5,5,3,-79,-80,-84,-69,-68,-68,-87,-86,-87,-89,-89,-92,-92,-92,-85,-75,-66,-66,-85,-86,-84
5,5,2,-81,-81,-84,-65,-64,-66,-87,-91,-88,-87,-87,-87,-89,-90,-106,-64,-74,-66,-83,-82,-80
5,5,3,-89,-85,-88,-72,-70,-72,,,,,,,,,,-75,-77,-74,-88,-89,-88
5,5,3,-81,-83,-81,-68,-71,-71,-90,-88,-92,-89,-88,-91,,,,-72,-72,-72,-86,-85,-86
5,2,3,-82,-84,-83,-65,-64,-65,-90,-87,-90,-89,-89,-90,-94,-91,-89,-70,-70,-72,-86,-86,-87
5,5,3,-81,-80,-82,-68,-70,-72,-89,-88,-89,-87,-89,-88,-92,-92,-91,-72,-68,-67,-89,-89,-86
5,5,2,-82,-81,-85,-64,-63,-64,-88,-85,-87,-112,-90,-90,-90,-106,-120,-66,-68,-66,-80,-82,-83
5,5,3,-89,-89,-87,-72,-73,-73,,,,,,,,,,-69,-68,-70,-90,-90,-90
5,2,3,-86,-83,-84,-66,-66,-66,-87,-86,-86,-89,-89,-105,-88,-88,-88,-70,-71,-71,-87,-87,-87
5,2,3,-85,-84,-84,-66,-66,-67,-84,-84,-85,-88,-87,-86,-88,-87,-89,-72,-71,-71,-85,-85,-86
5,5,3,-90,-88,-89,-73,-73,-74,,,,,,,,,,-71,-70,-72,-90,-89,-92
5,5,2,-78,-87,-88,-67,-71,-73,-85,-86,-87,-88,-87,-87,-87,-93,-109,-66,-66,-65,-82,-85,-86
5,2,3,-82,-83,-84,-74,-72,-68,-86,-86,-86,-90,-106,-120,-88,-88,-104,-69,-69,-68,-86,-86,-87
5,2,3,-80,-80,-83,-64,-66,-69,-87,-84,-84,-89,-88,-88,-86,-91,-90,-67,-73,-76,-82,-84,-87
5,5,1,-91,-91,-90,-77,-77,-78,,,,,,,,,,-81,-79,-79,-92,-108,-120
5,5,3,-86,-86,-86,-71,-66,-65,-89,-88,-88,-92,-92,-93,,,,-77,-73,-72,-85,-86,-87
5,5,3,-82,-81,-80,-70,-63,-65,-89,-91,-107,-90,-89,-89,-91,-107,-120,-71,-73,-69,-85,-85,-87
5,5,2,-76,-79,-81,-71,-68,-62,,,,-84,-86,-85,,,,-65,-64,-64,-88,-88,-88
5,5,3,-83,-83,-83,-69,-69,-68,-86,-86,-85,-88,-89,-91,,,,-76,-79,-77,-86,-87,-87
5,5,3,-88,-87,-86,-70,-69,-67,-86,-88,-82,-86,-87,-87,,,,-81,-75,-83,-91,-88,-85
5,5,3,-86,-86,-85,-71,-72,-73,-88,-88,-87,-83,-87,-84,,,,-72,-74,-74,-83,-83,-88
5,5,2,-81,-78,-78,-76,-72,-73,-90,-93,-89,-88,-93,-92,-88,-88,-89,-81,-79,-76,-88,-87,-90
5,5,3,-89,-89,-86,-62,-62,-62,-89,-85,-84,-90,-88,-88,,,,-71,-75,-76,-89,-87,-87
5,5,3,-84,-84,-85,-65,-64,-65,-83,-82,-83,-84,-84,-85,-86,-86,-87,-76,-76,-75,-84,-85,-83
5,5,3,-84,-84,-84,-73,-73,-72,-89,-89,-89,-81,-81,-81,,,,-74,-74,-76,-84,-83,-83
5,5,2,-83,-85,-78,-76,-77,-73,-91,-88,-87,-89,-88,-93,,,,-71,-73,-73,-87,-85,-87
5,5,3,-85,-83,-84,-65,-68,-70,-82,-82,-84,-85,-86,-85,-87,-87,-103,-71,-68,-69,-84,-87,-87
5,5,3,-89,-88,-85,-62,-61,-61,-84,-83,-86,-89,-91,-86,,,,-74,-72,-72,-87,-85,-86
5,5,3,-86,-85,-86,-69,-69,-67,,,,-81,-81,-81,,,,-73,-75,-74,-82,-83,-85
5,5,2,-80,-79,-86,-74,-72,-72,-90,-106,-120,-86,-84,-90,-90,-90,-90,-74,-78,-77,-83,-86,-83
5,5,3,-87,-87,-87,-70,-73,-72,-84,-83,-82,-83,-83,-84,,,,-72,-72,-72,-89,-87,-87
5,5,3,-85,-86,-86,-61,-62,-62,-85,-85,-85,-90,-94,-90,,,,-72,-77,-75,-87,-87,-86
5,5,3,-88,-89,-87,-65,-64,-64,-92,-89,-87,-88,-90,-106,,,,-70,-70,-71,-87,-86,-86
5,5,3,-81,-82,-86,-69,-68,-68,-91,-91,-90,-86,-84,-82,-90,-90,-106,-72,-73,-72,-83,-85,-84
5,5,3,-84,-84,-84,-61,-61,-61,-84,-85,-84,-89,-86,-88,,,,-75,-76,-75,-87,-87,-89
5,5,2,-86,-86,-82,-72,-74,-70,-108,-86,-81,-88,-87,-89,-84,-84,-88,-69,-72,-77,-88,-104,-87
5,5,3,-82,-82,-84,-71,-72,-71,-87,-88,-87,-91,-93,-90,-91,-91,-89,-69,-68,-68,-85,-85,-85
5,5,3,-86,-85,-85,-67,-69,-71,-91,-87,-89,-85,-89,-105,-89,-90,-106,-68,-75,-79,-86,-86,-87
5,5,1,-92,-92,-89,-75,-75,-74,,,,,,,,,,-80,-82,-79,,,
5,5,3,-82,-83,-87,-62,-62,-62,-85,-85,-85,-89,-88,-88,-94,-110,-120,-73,-75,-76,-90,-89,-88
5,5,2,-91,-91,-88,-75,-72,-72,-87,-83,-85,-99,-115,-87,-89,-89,-105,-76,-92,-73,-88,-84,-86
5,5,3,-85,-82,-80,-62,-62,-64,-90,-88,-87,-89,-89,-92,,,,-75,-73,-71,-85,-86,-85
5,5,3,-84,-84,-84,-61,-60,-60,-84,-84,-85,-92,-87,-88,,,,-75,-75,-76,-87,-87,-87
5,5,3,-84,-82,-83,-70,-72,-74,-83,-84,-85,-84,-86,-86,-88,-88,-104,-69,-70,-71,-86,-85,-85
5,5,2,-83,-86,-84,-70,-69,-71,-83,-85,-83,-89,-87,-89,-105,-120,-91,-78,-76,-75,-91,-88,-89
5,5,1,,,,-76,-78,-77,,,,,,,,,,-82,-83,-81,,,
5,5,3,-84,-85,-89,-71,-73,-73,-89,-89,-105,-84,-84,-84,-92,-108,-120,-73,-69,-71,-88,-90,-90
5,5,3,-85,-85,-83,-60,-59,-60,-84,-84,-85,-90,-90,-89,,,,-75,-76,-78,-88,-88,-88
5,5,3,-84,-85,-85,-64,-65,-69,-89,-90,-106,-89,-92,-108,-106,-90,-90,-77,-77,-81,-91,-91,-107
5,5,2,-88,-83,-83,-64,-65,-67,-85,-92,-108,-88,-88,-104,-90,-106,-120,-70,-67,-67,-89,-85,-86
5,5,3,-86,-84,-84,-67,-63,-61,,,,-93,-109,-120,-90,-106,-120,-80,-81,-73,-88,-91,-92
5,5,3,-85,-85,-84,-64,-60,-62,-89,-85,-86,-91,-89,-89,,,,-76,-75,-75,-91,-89,-89
5,5,1,-89,-88,-91,-75,-77,-80,,,,,,,,,,-80,-82,-80,,,
5,5,2,-82,-82,-82,-67,-66,-68,-89,-88,-88,-91,-92,-89,,,,-66,-66,-65,-88,-89,-105
5,5,3,-86,-85,-90,-69,-70,-71,-85,-85,-89,-82,-82,-82,-93,-92,-91,-74,-74,-72,-86,-86,-91
5,5,3,-82,-83,-80,-69,-68,-69,-93,-90,-91,-93,-91,-91,-97,-91,-91,-73,-73,-81,-88,-87,-85
5,5,3,-83,-83,-84,-63,-63,-59,-86,-85,-85,-90,-92,-89,,,,-72,-75,-75,-88,-87,-87
5,5,2,-89,-87,-103,-76,-83,-75,-90,-106,-120,-93,-109,-120,-86,-86,-83,-68,-67,-69,-92,-92,-87
5,5,3,-85,-87,-86,-65,-66,-65,-84,-82,-80,-84,-84,-84,-91,-89,-90,-74,-75,-78,-89,-87,-86
7,7,1,,,,-91,-89,-105,,,,-89,-89,-91,,,,-91,-107,-90,,,
5,5,3,-81,-86,-89,-68,-71,-75,-107,-91,-86,-88,-88,-91,-92,-92,-91,-75,-76,-72,-87,-88,-86
5,5,2,-84,-85,-88,-75,-80,-76,-89,-88,-88,-87,-88,-89,-85,-87,-89,-71,-70,-71,-87,-87,-89
5,5,3,-86,-86,-85,-66,-65,-70,-84,-86,-86,-84,-84,-84,-91,-107,-120,-75,-75,-78,-86,-83,-83
5,5,2,-81,-80,-87,-75,-79,-78,-86,-89,-90,-88,-89,-83,-84,-92,-90,-76,-70,-66,-85,-90,-84
5,5,3,-86,-88,-87,-74,-71,-76,-85,-84,-85,-91,-88,-90,-90,-90,-89,-71,-70,-71,-86,-87,-89
5,5,3,-86,-86,-85,-68,-67,-67,-82,-85,-85,-85,-88,-87,-91,-91,-107,-78,-75,-74,-84,-84,-87
5,5,3,-89,-89,-89,-75,-76,-76,-82,-83,-85,-89,-86,-84,,,,-72,-72,-72,-88,-87,-85
5,5,2,-88,-88,-86,-73,-73,-74,-89,-88,-86,-87,-89,-90,-89,-87,-86,-64,-64,-64,-85,-83,-81
5,5,3,-86,-85,-87,-69,-70,-69,-81,-81,-85,-85,-85,-87,-90,-90,-106,-75,-76,-76,-83,-86,-85
5,5,3,-84,-85,-86,-71,-67,-69,-90,-106,-120,-93,-96,-93,-91,-107,-120,-69,-73,-74,-89,-89,-105
7,7,3,-88,-88,-88,-80,-80,-81,-86,-88,-82,-74,-74,-75,-88,-87,-87,-73,-73,-72,-87,-86,-86
7,7,3,-89,-89,-89,-82,-83,-80,-85,-86,-85,-76,-78,-78,-91,-91,-91,-74,-73,-72,-87,-87,-86
6,6,2,,,,-92,-92,-88,,,,,,,,,,,,,-120,-120,-90
7,7,3,-86,-88,-89,-78,-77,-78,-80,-82,-83,-76,-75,-71,-87,-89,-92,-77,-77,-77,-87,-85,-86
8,7,2,-88,-90,-89,-85,-82,-82,-87,-81,-83,-80,-80,-76,-92,-108,-90,-89,-89,-82,-86,-87,-89
7,7,3,-87,-87,-87,-81,-80,-83,-85,-85,-85,-75,-76,-78,-92,-92,-108,-71,-71,-71,-86,-86,-86
7,7,3,-89,-90,-88,-79,-76,-77,-85,-83,-86,-74,-73,-75,-87,-88,-90,-78,-79,-80,-84,-86,-83
7,7,2,,,,-79,-79,-80,-84,-87,-91,-76,-76,-75,-86,-87,-86,-85,-86,-86,-84,-84,-80
7,7,3,,,,-91,-89,-88,-89,-90,-89,-105,-90,-89,,,,-120,-120,-120,-120,-120,-120
7,7,3,-88,-87,-88,-81,-78,-79,-86,-86,-87,-76,-73,-72,-91,-88,-90,-71,-72,-73,-107,-89,-91
8,7,2,,,,-79,-80,-81,-88,-84,-85,-72,-72,-72,-86,-86,-88,-82,-82,-82,-81,-82,-83
5,7,1,,,,-90,-90,-91,-91,-93,-90,-91,-107,-89,,,,-90,-89,-88,,,
7,7,3,-85,-87,-87,-78,-79,-79,-82,-81,-81,-75,-75,-75,-90,-90,-90,-78,-78,-78,-83,-83,-84
7,7,3,-86,-87,-88,-79,-80,-78,-79,-79,-80,-75,-75,-74,-89,-92,-89,-75,-74,-74,-83,-82,-86
5,7,1,,,,-87,-87,-87,,,,-89,-88,-85,,,,-87,-84,-84,,,
7,7,2,,,,-86,-85,-83,-83,-87,-84,-76,-76,-83,-87,-85,-83,-84,-84,-86,-86,-92,-108
7,7,3,-82,-85,-84,-85,-84,-85,-81,-83,-89,-77,-79,-77,-84,-85,-86,-81,-80,-82,-89,-90,-92
7,7,3,-84,-86,-85,-76,-76,-75,-81,-78,-82,-73,-71,-72,-88,-89,-105,-78,-77,-78,-86,-86,-87
5,7,2,-91,-91,-87,-81,-81,-85,-84,-84,-80,-82,-82,-83,-90,-84,-83,-74,-74,-84,-88,-104,-120
7,7,3,-85,-87,-84,-85,-79,-80,-86,-86,-83,-78,-76,-76,-84,-85,-89,-82,-80,-81,-90,-106,-120
7,7,3,-86,-91,-107,-74,-74,-77,-83,-84,-83,-76,-80,-81,-92,-91,-90,-75,-73,-73,-86,-84,-84
7,7,2,-104,-120,-90,-85,-89,-88,-86,-86,-91,-75,-76,-77,-89,-87,-86,-83,-86,-87,-90,-90,-87
7,7,3,-82,-87,-88,-84,-84,-84,-84,-84,-85,-81,-78,-77,-106,-120,-91,-77,-77,-78,-89,-87,-88
7,7,3,-85,-83,-83,-84,-83,-82,-82,-82,-81,-76,-81,-75,-90,-90,-90,-78,-79,-75,-89,-87,-88
5,7,3,,,,-76,-76,-76,-81,-81,-79,-83,-83,-79,-89,-89,-105,-73,-73,-73,-84,-84,-84
7,7,2,-88,-88,-88,-80,-83,-84,-82,-81,-80,-76,-73,-72,-89,-105,-120,-80,-82,-83,-89,-87,-87
7,7,3,-83,-91,-89,-83,-85,-86,-77,-75,-75,-72,-71,-74,-87,-88,-86,-73,-74,-74,-88,-88,-88
7,7,3,-90,-88,-90,-77,-77,-77,-85,-86,-82,-71,-71,-71,,,,-76,-75,-74,-84,-83,-83
7,7,2,-87,-103,-119,-82,-83,-80,-81,-81,-79,-72,-72,-72,,,,-89,-83,-80,,,
7,7,3,-84,-84,-86,-79,-80,-82,-82,-83,-83,-74,-71,-70,-88,-87,-87,-78,-79,-78,-90,-88,-86
7,7,2,,,,-86,-88,-86,-81,-79,-79,-72,-76,-78,-92,-92,-108,-83,-83,-99,-103,-86,-85
7,7,3,-89,-88,-90,-77,-76,-74,-78,-77,-78,-75,-76,-74,-91,-89,-89,-74,-74,-73,-83,-84,-84
7,7,3,-90,-90,-88,-75,-76,-75,-81,-80,-76,-75,-76,-77,-89,-89,-89,-74,-73,-74,-84,-83,-84
5,7,3,-92,-91,-107,-80,-78,-78,-89,-90,-95,-80,-82,-78,-86,-86,-87,-80,-79,-79,,,
8,7,2,-88,-88,-89,-84,-85,-85,-77,-81,-80,-73,-75,-79,-89,-89,-90,-90,-82,-79,-89,-87,-91
7,7,3,-91,-107,-90,-78,-79,-79,-85,-85,-85,-77,-75,-74,-90,-90,-106,-72,-72,-73,-85,-87,-85
5,7,3,-90,-90,-89,-76,-76,-76,-76,-80,-79,-78,-77,-77,-88,-89,-89,-73,-73,-73,-84,-84,-84
7,7,2,-88,-86,-102,-86,-86,-91,-84,-83,-85,-74,-78,-83,-87,-87,-85,-84,-84,-84,,,
7,7,3,-81,-81,-82,-83,-82,-83,-80,-79,-84,-79,-80,-79,-88,-85,-85,-81,-77,-78,-88,-88,-87
7,7,3,-88,-91,-107,-78,-80,-78,-79,-78,-78,-71,-72,-73,-88,-104,-92,-75,-76,-75,-83,-83,-84
